code;literal
W318;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN OTRO LUGAR ESPEC
W319;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN LUGAR NO ESPECIF
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W310;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPEC, EN VIVIENDA
W311;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN INSTITUCION RESID
W312;CONTAC TRAUM CON OTRAS MAQUINARIAS Y SAI EN ESCUELAS, OTRAS INST Y AAP
W313;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN AREAS DEP Y ATLET
W314;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN CALLES Y CARRET
W315;CONTACTO TRAUMATICO CON OTR MAQUINARIAS Y SAI EN COMERCIO Y AREA SERV
W316;CONTACTO TRAUMATICO OTRAS MAQUINARIAS, Y SAI, EN AREA INDUSTR Y CONSTR
W317;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN GRANJA
W318;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN OTRO LUGAR ESPEC
W319;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN LUGAR NO ESPECIF
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W310;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPEC, EN VIVIENDA
W311;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN INSTITUCION RESID
W312;CONTAC TRAUM CON OTRAS MAQUINARIAS Y SAI EN ESCUELAS, OTRAS INST Y AAP
W313;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN AREAS DEP Y ATLET
W314;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN CALLES Y CARRET
W315;CONTACTO TRAUMATICO CON OTR MAQUINARIAS Y SAI EN COMERCIO Y AREA SERV
W316;CONTACTO TRAUMATICO OTRAS MAQUINARIAS, Y SAI, EN AREA INDUSTR Y CONSTR
W317;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN GRANJA
W318;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN OTRO LUGAR ESPEC
W319;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN LUGAR NO ESPECIF
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W240;CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSM SAI, EN VIV
W241;CONTAC TRAUM CON DISPOSITIVOS DE ELEVACION Y TRANSM SAI, EN INST RESID
W242;CONTACTO TRAUM DISPOSITIVOS ELEVACION TRANSM SAI EN ESC OTR INST Y AAP
W243;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM SAI EN AREAS DEP ATLET
W244;CONTAC TRAUM DISPOSITIVOS ELEVACION Y TRANSM, SAI EN CALLES Y CARRET
W245;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM SAI EN COMERCIO A SERV
W246;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM SAI AREA INDUSTR CONSTR
W247;CONTACTO TRAUMATICO DISPOSITIVOS ELEVACION TRANSMISION, SAI, EN GRANJA
W248;CONTACTO TRAUM DISPOSITIVOS ELEVACION TRANSM, SAI, EN OTRO LUGAR ESPEC
W249;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM, SAI, EN LUGAR NO ESPEC
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
V854;PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO ESPECIAL CONSTRUCION
V855;CONDUCTOR VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC NO TRANS
V856;PASAJERO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC NO TRANS
V857;PERSONA VIAJA FUERA VEHICULO ESPECIAL CONSTRUCCION  ACC NO TRANSITO
V859;OCUPANTE NO ESPEC VEHICULO ESPECIAL PARA CONSTRUCCION LES ACC NO TRANS
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W310;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPEC, EN VIVIENDA
W311;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN INSTITUCION RESID
W312;CONTAC TRAUM CON OTRAS MAQUINARIAS Y SAI EN ESCUELAS, OTRAS INST Y AAP
W313;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN AREAS DEP Y ATLET
W314;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN CALLES Y CARRET
W315;CONTACTO TRAUMATICO CON OTR MAQUINARIAS Y SAI EN COMERCIO Y AREA SERV
W316;CONTACTO TRAUMATICO OTRAS MAQUINARIAS, Y SAI, EN AREA INDUSTR Y CONSTR
W317;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN GRANJA
W318;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN OTRO LUGAR ESPEC
W319;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN LUGAR NO ESPECIF
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W310;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPEC, EN VIVIENDA
W311;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN INSTITUCION RESID
W312;CONTAC TRAUM CON OTRAS MAQUINARIAS Y SAI EN ESCUELAS, OTRAS INST Y AAP
W313;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN AREAS DEP Y ATLET
W314;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN CALLES Y CARRET
W315;CONTACTO TRAUMATICO CON OTR MAQUINARIAS Y SAI EN COMERCIO Y AREA SERV
W316;CONTACTO TRAUMATICO OTRAS MAQUINARIAS, Y SAI, EN AREA INDUSTR Y CONSTR
W317;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN GRANJA
W318;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN OTRO LUGAR ESPEC
W319;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN LUGAR NO ESPECIF
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W280;CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN VIVIENDA
W281;CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN INST RESID
W282;CONTACTO TRAUM CORTADORA DE CESPED CON MOTOR EN ESC OTRAS INST Y AAP
W283;CONTACTO TRAUMAT CORTADORA DE CESPED, CON MOTOR, EN AREAS DEP Y ATLET
W284;CONTACTO TRAUMATICO CORTADORA DE CESPED, CON MOTOR, EN CALLES Y CARRET
W285;CONTACTO TRAUM CORTADORA DE CESPED, CON MOTOR, EN COMERCIO Y AREA SERV
W286;CONTACTO TRAUM CORTADORA DE CESPED, CON MOTOR EN AREA INDUSTR Y CONSTR
W287;CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, EN GRANJA
W288;CONTACTO TRAUMATICO CORTADORA DE CESPED, CON MOTOR EN OTRO LUGAR ESPEC
W289;CONTACTO TRAUMATICO CORTADORA DE CESPED, CON MOTOR, EN LUGAR NO ESPEC
W290;CONTAC TRAUM OTR HERRAMIENTAS MANUAL ARTEFACTOS HOGAR CON MOTOR EN VIV
W291;CONTAC TRAUM HERRAM MANUALES ARTEFACTOS HOGAR CON MOTOR EN INST RESID
W292;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR EN ESC I RESD AAP
W293;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR EN AREA DEP ATLET
W294;CONTAC TRAUM HERRAM MANUAL ARTEFACTOS HOGAR CON MOTOR EN CALLES CARRET
W295;CONTAC TRAUM HERRAM MANUAL ARTEFACTOS HOGAR CON MOTOR EN COMERC A SERV
W296;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR, A INDUSTR CONSTR
W297;CONTAC TRAUM HERRAM MANUALES ARTEFACTOS DEL HOGAR CON MOTOR EN GRANJA
W298;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR EN LUGAR ESPECIF
W299;CONTAC TRAUMAT HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR LUGAR NO ESPEC
W290;CONTAC TRAUM OTR HERRAMIENTAS MANUAL ARTEFACTOS HOGAR CON MOTOR EN VIV
W291;CONTAC TRAUM HERRAM MANUALES ARTEFACTOS HOGAR CON MOTOR EN INST RESID
W292;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR EN ESC I RESD AAP
W293;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR EN AREA DEP ATLET
W294;CONTAC TRAUM HERRAM MANUAL ARTEFACTOS HOGAR CON MOTOR EN CALLES CARRET
W295;CONTAC TRAUM HERRAM MANUAL ARTEFACTOS HOGAR CON MOTOR EN COMERC A SERV
W296;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR, A INDUSTR CONSTR
W297;CONTAC TRAUM HERRAM MANUALES ARTEFACTOS DEL HOGAR CON MOTOR EN GRANJA
W298;CONTAC TRAUM HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR EN LUGAR ESPECIF
W299;CONTAC TRAUMAT HERRAM MANUAL ARTEFACTO HOGAR CON MOTOR LUGAR NO ESPEC
W260;CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PU�AL, EN  VIVIENDA
W261;CONTACTO TRAUM CON CUCHILLO, ESPADA, DAGA O PU�AL, EN INST RESIDENCIAL
W262;CONTACTO TRAUM CUCHILLO ESPADA DAGA O PU�AL EN ESCUELAS OTR INST Y AAP
W263;CONTACTO TRAUM CON CUCHILLO ESPADA DAGA O PU�AL EN AREAS DEP Y ATLET
W264;CONTACTO TRAUMATICO CON CUCHILLO ESPADA DAGA O PU�AL EN CALLES CARRET
W265;CONTACTO TRAUM CON CUCHILLO ESPADA DAGA O PU�AL EN COMERC Y AREA SERV
W266;CONTACTO TRAUM CON CUCHILLO ESPADA DAGA O PU�AL EN AREA INDUSTR CONSTR
W267;CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PU�AL, EN GRANJA
W268;CONTACTO TRAUM CON CUCHILLO, ESPADA, DAGA O PU�AL, EN OTRO LUGAR ESPEC
W269;CONTACTO TRAUM CON CUCHILLO, ESPADA, DAGA O PU�AL, EN LUGAR NO ESPECIF
W270;CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN VIVIENDA
W271;CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN INST RESID
W272;CONTACTO TRAUM HERRAMIENTAS MANUALES SIN MOTOR EN ESC OTRAS INST Y AAP
W273;CONTACTO TRAUM CON HERRAMIENTAS MANUALES SIN MOTOR, EN AREAS DEP ATLET
W274;CONTACTO TRAUM CON HERRAMIENTAS MANUALES SIN MOTOR, EN CALLES Y CARRET
W275;CONTACTO TRAUM HERRAMIENTAS MANUALES SIN MOTOR EN COMERCIO Y AREA SERV
W276;CONTACTO TRAUM HERRAMIENTAS MANUALES SIN MOTOR EN AREA INDUSTR CONSTR
W277;CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, EN GRANJA
W278;CONTACTO TRAUM CON HERRAMIENTAS MANUALES SIN MOTOR EN OTRO LUGAR ESPEC
W279;CONTACTO TRAUM CON HERRAMIENTAS MANUALES SIN MOTOR, EN LUGAR NO ESPEC
W250;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN VIVIENDA
W251;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN INSTITUCION RESIDENCIAL
W252;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN ESCUELAS, OTRAS INST Y AAP
W253;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN AREAS DEPORTE Y ATLETISMO
W254;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN CALLES Y CARRETERAS
W255;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN COMERCIO Y AREA SERVICIOS
W256;CONTACTO TRAUM CON VIDRIO CORTANTE, EN AREA INDUSTRIAL Y CONSTRUCCION
W257;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN GRANJA
W258;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN OTRO LUGAR ESPECIFICADO
W259;CONTACTO TRAUMATICO CON VIDRIO CORTANTE, EN LUGAR NO ESPECIFICADO
W450;CUERPO EXTRA�O QUE PENETRA A TRAVES DE LA PIEL, EN VIVIENDA
W451;CUERPO EXTRA�O PENETRA A TRAVES DE LA PIEL, EN INSTITUCION RESIDENCIAL
W452;CUERPO EXTRA�O PENETRA A TRAVES DE PIEL, EN ESCUELAS, OTRAS INST Y AAP
W453;CUERPO EXTRA�O PENETRA A TRAVES DE PIEL EN AREAS DEPORTE Y ATLETISMO
W454;CUERPO EXTRA�O QUE PENETRA A TRAVES DE LA PIEL, EN CALLES Y CARRETERAS
W455;CUERPO EXTRA�O PENETRA A TRAVES DE PIEL, EN COMERCIO Y AREA SERVICIOS
W456;CUERPO EXTRA�O PENETRA A TRAVES DE PIEL EN AREA INDUSTR Y DE LA CONSTR
W457;CUERPO EXTRA�O QUE PENETRA A TRAVES DE LA PIEL, EN GRANJA
W458;CUERPO EXTRA�O QUE PENETRA A TRAVES DE LA PIEL, EN OTRO LUGAR ESPECIF
W459;CUERPO EXTRA�O QUE PENETRA A TRAVES DE LA PIEL, EN LUGAR NO ESPECIF
W600;CONTAC TRAUMAT AGUIJONES, ESPINAS U HOJAS CORTANTES DE PLANTAS EN VIV
W601;CONTAC TRAUM AGUIJONES ESPINAS U HOJAS CORTANTES DE PLANTAS INST RESID
W602;CONTAC TRAUM AGUIJONES ESPINA HOJAS CORTANTES PLANTAS EN ESC, INST AAP
W603;CONTAC TRAUM AGUIJON ESPINA HOJAS CORTANTES PLANTAS, AREAS DEP Y ATLET
W604;CONTAC TRAUM AGUIJON ESPINAS HOJAS CORTANTES PLANTAS EN CALLE Y CARRET
W605;CONTAC TRAUM AGUIJON ESPINAS HOJAS CORTANTE PLANTAS EN COMERC Y A SERV
W606;CONTAC TRAUMAT AGUIJON ESPINA HOJA CORTANTE PLANTA EN A INDUSTR CONSTR
W607;CONTAC TRAUM AGUIJONES, ESPINAS U HOJAS CORTANTES DE PLANTAS EN GRANJA
W608;CONTAC TRAUM AGUIJON ESPINA HOJAS CORTANTES PLANTAS EN OTR LUGAR ESPEC
W609;CONTAC TRAUM AGUIJON ESPINAS HOJAS CORTANTES PLANTAS EN LUGAR NO ESPEC
W641;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI, INST RESIDENCIAL
W642;EXPOSICION A OTR FUERZAS MECANICAS ANIMADAS Y SAI, ESC, OTR INST Y AAP
W643;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI, AREA DEP Y ATLET
W644;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS Y SAI EN CALLES Y CARRET
W645;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS Y SAI EN COMERC Y A SERV
W646;EXPOSICION A OTR FUERZAS MECANICAS ANIMADAS Y SAI EN A INDUSTR CONSTR
W647;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI, EN GRANJA
W648;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS Y SAI EN OTR LUGAR ESPEC
W649;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI EN LUGAR NO ESPEC
W641;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI, INST RESIDENCIAL
W642;EXPOSICION A OTR FUERZAS MECANICAS ANIMADAS Y SAI, ESC, OTR INST Y AAP
W643;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI, AREA DEP Y ATLET
W644;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS Y SAI EN CALLES Y CARRET
W645;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS Y SAI EN COMERC Y A SERV
W646;EXPOSICION A OTR FUERZAS MECANICAS ANIMADAS Y SAI EN A INDUSTR CONSTR
W647;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI, EN GRANJA
W648;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS Y SAI EN OTR LUGAR ESPEC
W649;EXPOSICION A OTRAS FUERZAS MECANICAS ANIMADAS, Y SAI EN LUGAR NO ESPEC
W350;EXPLOSION Y ROTURA DE CALDERA, EN VIVIENDA
W351;EXPLOSION Y ROTURA DE CALDERA, EN INSTITUCION RESIDENCIAL
W352;EXPLOSION Y ROTURA DE CALDERA, EN ESCUELAS, OTRAS INSTITUCIONES Y AAP
W353;EXPLOSION Y ROTURA DE CALDERA, EN AREAS DE DEPORTE Y ATLETISMO
W354;EXPLOSION Y ROTURA DE CALDERA, EN CALLES Y CARRETERAS
W355;EXPLOSION Y ROTURA DE CALDERA, EN COMERCIO Y AREA DE SERVICIOS
W356;EXPLOSION Y ROTURA DE CALDERA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W357;EXPLOSION Y ROTURA DE CALDERA, EN GRANJA
W358;EXPLOSION Y ROTURA DE CALDERA, EN OTRO LUGAR ESPECIFICADO
W359;EXPLOSION Y ROTURA DE CALDERA, EN LUGAR NO ESPECIFICADO
W360;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN VIVIENDA
W361;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN INSTITUCION RESIDENCIAL
W362;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN ESCUELAS, OTRAS INST Y AAP
W363;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN AREAS DEPORTE Y ATLETISMO
W364;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN CALLES Y CARRETERAS
W365;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN COMERCIO Y AREA SERVICIOS
W366;EXPLOSION Y ROTURA CILINDRO CON GAS, EN AREA INDUSTRIAL Y CONSTRUCCION
W367;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN GRANJA
W368;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN OTRO LUGAR ESPECIFICADO
W369;EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN LUGAR NO ESPECIFICADO
W370;EXPLOSION Y ROTURA NEUMATICO, TUBO O MANGUERA GOMA PRESURIZADA EN VIV
W371;EXPLOSION ROTURA NEUMATICO TUBO O MANGUERA GOMA PRESURIZADA EN I RESID
W372;EXPLOSION ROTO NEUMATICO TUBO O MANGUERA GOMA PRESURIZADA ESC INST AAP
W373;EXPLOSION ROTO NEUMATICO TUBO O MANGUERA GOMA PRESURIZADA A DEP ATLET
W374;EXPLOSION ROTO NEUMATICO TUBO, MANGUERA GOMA PRESURIZADA, CALLE CARRET
W375;EXPLOSION ROTO NEUMATICO TUBO, MANGUERA GOMA PRESURIZADA COMERC A SERV
W376;EXPLOSION ROTO NEUMATICO TUBO,MANGUERA GOMA PRESURIZADA INDUSTR CONSTR
W377;EXPLOSION ROTURA NEUMATICO, TUBO O MANGUERA GOMA PRESURIZADA EN GRANJA
W378;EXPLOSION ROTURA NEUMATICO TUBO, MANGUERA GOMA PRESURIZADA LUGAR ESPEC
W379;EXPLOSION ROTO NEUMATICO TUBO, MANGUERA GOMA PRESURIZADA LUGAR INESPEC
W380;EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIF EN VIV
W381;EXPLOSION Y ROTURA OTROS DISPOSITIVOS PRESURIZADOS ESPEC EN INST RESID
W382;EXPLOSION ROTURA OTR DISPOSITIVOS PRESURIZADOS ESPEC EN ESC, INST, AAP
W383;EXPLOSION ROTURA OTR DISPOSITIVOS PRESURIZADOS ESPEC EN AREA DEP ATLET
W384;EXPLOSION ROTURA OTR DISPOSITIVOS PRESURIZADOS ESPEC EN CALLE Y CARRET
W385;EXPLOSION ROTURA OTR DISPOSITIVOS PRESURIZADOS ESPEC EN COMERC A SERV
W386;EXPLOSION ROTURA OTR DISPOSITIVOS PRESURIZADOS ESPEC, A INDUSTR CONSTR
